"node","module","degree","betweenness","is_hub"
"12-hydroxy-5,10,15-trimethyl-14-oxo-4,9,13-trioxatetracyclo[10.3.0.0,.0,]pentadec-1(15)-en-2-yl acetate","2",151,1692,FALSE
"3-oxo-eicosanoic acid","4",67,3191.58333333333,FALSE
"Dodecyl Gallate","2",136,1220.5,FALSE
"Arcyriaflavin A","3",88,167,FALSE
"Sch 58450","3",145,3118,FALSE
"20-Nor-3Alpha-Acetoxy-12-Hydroxy-Abieta-5,7,9,11,13-Pentaene","2",112,2479.33333333333,FALSE
"(1s,2r,10r,11r,12r,13r,16r)-12-hydroxy-2,6,10,16-tetramethyl-9,14-dioxatetracyclo[11.2.1.0,.0,]hexadeca-4,6-diene-3,8,15-trione","1",63,633,FALSE
"(+)-17-O-Acetylnortetraphyllicine","1",30,384,FALSE
"Microferin","1",78,2923,FALSE
"(1s,2r,3r,4ar,5s,7s,8ar)-2,7-dihydroxy-4a,5-dimethyl-3-(prop-1-en-2-yl)-octahydro-1h-naphthalen-1-yl 3-methylbut-2-enoate","5",102,2400.16666666667,FALSE
"3-hydroxy-16,17-dimethoxytricyclo[12.3.1.1,]nonadeca-1(17),2(19),3,5,14(18),15-hexaen-9-one","7",123,5722,FALSE
"Phloionolic acid","1",99,1437,FALSE
"Asterogenol","5",137,3097.66666666667,FALSE
"5'-epi-Isoethuliacoumarin B","1",160,1969.83333333333,FALSE
"callicarpic acid B","5",94,3754,FALSE
"Biverlactone B","1",95,3622,FALSE
"Fischerindole L","2",73,1113,FALSE
"3-hydroxy-1-methoxy-2-(3-methylbut-2-en-1-yl)-5-(2-phenylethyl)cyclohexa-2,4-diene-1-carboxylic acid","2",113,2976,FALSE
"14-(4'-Hydroxybenzoyloxy)Dauc-4,8-Diene","1",107,5370.83333333333,FALSE
"Nonocarboline D","2",135,2535,FALSE
"Siccanochromene A","6",24,574,FALSE
"3-hydroxy-eicosanoic acid","6",71,2732.66666666667,FALSE
"(3R,5R)-3,5-Dihydroxy-7-[(1S,2S,6R,8aR)-2,6-dimethyl-1,2,6,7,8,8a-hexahydronaphthalene-1-yl]heptanoic acid methyl ester","7",74,2601,FALSE
"(2s)-2-{[(2e)-3-(3,4-dihydroxyphenyl)-1-hydroxyprop-2-en-1-ylidene]amino}-3-(4-hydroxyphenyl)propanoic acid","1",76,859.5,FALSE
"Penicixanthene B","5",27,611,FALSE
"Phomopoxide A","2",122,1823.5,FALSE
"TREHALOSE","3",107,1585,FALSE
"Emoroidone","2",28,17,FALSE
"Lambicin","1",85,2174,FALSE
"Moschamine","1",104,6535.5,FALSE
"Cytosporin S","2",107,954,FALSE
"Carexane L","5",67,2114,FALSE
"Colletochlorin A","5",117,5508,FALSE
"Citrifelin B","5",44,514,FALSE
"Propylene glycol stearate","5",70,1182,FALSE
"(3S,6S)-3,6-Bis(4-Acetamidobutyl)Piperazine-2,5-Dione","2",74,3364,FALSE
"N-palmitoyl serine","2",87,4759.5,FALSE
"(+)-robillapyrone","2",120,1293,FALSE
"Neriifolone A","1",64,2475,FALSE
"PGF1a alcohol","1",163,3300,FALSE
"Cycloethuliacoumarin","4",59,1226,FALSE
"Radulanin F","2",87,873,FALSE
"Desacetyltetraneurin D 15-O-isobutyrate","2",108,679.5,FALSE
"2-hydroxy behenic","5",121,7151.16666666667,FALSE
"(4as,4br,5r,7s,8r,10ar)-7-[(1s)-1,2-dihydroxyethyl]-5,8-dihydroxy-1,1,4a,7-tetramethyl-3,4,4b,5,6,8,10,10a-octahydrophenanthren-2-one","3",175,1897.66666666667,TRUE
"3-oxo-docosanoic acid","1",97,3871.5,FALSE
"FA 18:1+3O","7",107,1114,FALSE
"Neorauflavene","6",75,2848.5,FALSE
"Corynoline","7",52,1320,FALSE
"Altisin","5",130,2361.33333333333,FALSE
"Crotepoxide","3",79,1627,FALSE
"Lapatin B","1",149,1158.9,FALSE
"Calanolide D","1",167,2682.83333333333,FALSE
"alpha-Cehc","3",8,17,FALSE
"Liphagal","6",56,655,FALSE
"methyl 3-methyl-7,10-dioxo-11-(prop-1-en-2-yl)-6,16-dioxatricyclo[11.2.1.1,]heptadeca-1(15),2,8(17),13-tetraene-14-carboxylate","5",119,4255.5,FALSE
"1,2-dehydropenicillide","6",20,330.5,FALSE
"3,11-Dihydroxy-13-methoxy-5-methyl-19-oxapentacyclo[8.8.1.01,10.02,7.012,17]nonadeca-2(7),3,5,8,12(17),13,15-heptaen-18-one","2",64,946,FALSE
"21-methoxy-5,7,18-trioxa-14-azahexacyclo[12.8.0.0,.0,.0,.0,]docosa-2,4(8),9-triene","6",10,83,FALSE
"butyl tetradecane-6-sulfonate","2",18,4,FALSE
"methyl (1r,4s,6r,8r,9s)-6-(furan-3-yl)-16-methylidene-2-oxo-3,5-dioxatetracyclo[6.5.3.0,.0,]hexadec-12-ene-13-carboxylate","1",146,780.5,FALSE
"(1r,10s)-5-methoxy-4-(3-methylbut-2-en-1-yl)-17-oxatetracyclo[8.7.0.0,.0,]heptadeca-2(7),3,5,11,13,15-hexaen-14-ol","1",20,36,FALSE
"Damascenine","8",1,0,FALSE
"Bis(2-Ethylhexyl) Hexanedioate","1",167,1745,FALSE
"2-hydroxy-tricosanoic acid","1",157,1340,FALSE
"Sczukidine","7",19,0,FALSE
"Tetrahydroalstonine N-oxide","7",127,1072,FALSE
"13-methoxy-heneicosanoic acid","2",104,2705.5,FALSE
"(5R)-2-(hydroxymethyl)-1,3-dimethoxy-5-octyl-5,6,7,8-tetrahydroquinolin-4-one","5",99,750,FALSE
"(+)-3-hydroxy behenic","5",82,3407,FALSE
"6,7,2',4',5'-Pentamethoxyisoflavone","1",149,3016.5,FALSE
"Didymic acid","6",100,3563.83333333333,FALSE
"5-(furan-3-yl)-7-methoxy-4,10-dimethyl-15-oxatetracyclo[6.5.2.0,.0,]pentadeca-2(6),10-diene-3,14-dione","1",61,1575,FALSE
"Atalaphylline","6",67,1378,FALSE
"Cymosalignan C","7",122,3243,FALSE
"At2433-A5","1",161,1098.16666666667,FALSE
"3-[(6s,9s)-8,11-dioxo-6-(phenylamino)-6h,7h,9h-pyrido[2,1-b]quinazolin-9-yl]propanimidic acid","5",115,2712.5,FALSE
"5,9-dimethyl-14-methylidene-13-oxo-4,12-dioxatricyclo[9.3.0.0,]tetradec-8-en-2-yl 2-phenylacetate","6",29,37,FALSE
"7-hydroxy-10-methoxy-3-methyl-3-(5-methylhex-4-en-2-yl)benzo[f]chromene-8-carboxylic acid","6",94,3423,FALSE
"3-hydroxy-tetracosanoic acid","5",115,5730,FALSE
"4-Phenoxybenzoic acid","2",6,0,FALSE
"Epoxyquinol A","4",61,2598.5,FALSE
"Pochonin O","1",139,1603.5,FALSE
"1,4abeta,7alpha,8abeta-Tetramethyl-3alpha,4beta,5beta,10alpha-tetrahydroxy-6alpha,8alpha-(epoxymethano)-3,4,4a,4balpha,5,6,7,8,8a,9,10,10aalpha-dodecahydrophenanthrene-9,11-dione","2",153,3690.5,FALSE
"methyl 4-[(1S,2S)-1-(3,4-dimethoxyphenyl)-1-hydroxypropan-2-yl]oxy-3-methoxybenzoate","5",89,2333.5,FALSE
"5-[(1R,2S,4R,6R,7R,10S,11S,14R,16R)-14-hydroxy-7,11-dimethyl-3-oxapentacyclo[8.8.0.02,4.02,7.011,16]octadecan-6-yl]pyran-2-one","2",38,6,FALSE
"16-hydroxy-5,5,9,16-tetramethyl-7-(phenylmethylidene)tetracyclo[10.2.2.0,.0,]hexadec-13-en-6-one","5",102,2736.5,FALSE
"(4ar,5s,6as,7r,10ar,11ar,11bs)-7,10a-dihydroxy-4,4,7,11b-tetramethyl-9-oxo-1h,2h,3h,4ah,5h,6h,6ah,11h,11ah-phenanthro[3,2-b]furan-5-yl acetate","2",50,174,FALSE
"Dimeric Dinactin","7",122,1811,FALSE
"Guanacastepene H","1",75,830.5,FALSE
"12beta-hydroxy-24-norcholesta-1,4,22E-trien-3-one","7",36,124,FALSE
"5,10-dihydroxy-12-[(2z)-4-hydroxy-3-methylbut-2-en-1-yl]-2,2-dimethyl-1,11-dioxatetracen-6-one","3",164,7479.66666666667,FALSE
"N-oleoyl threonine","5",78,332.5,FALSE
"Be-54238B","5",22,0,FALSE
"Nigrolineaxanthone M","7",51,1245,FALSE
"(5R,8S,9S,10S,14R)-17-acetyl-4,4,8,10,14-pentamethyl-2,5,6,7,9,15-hexahydro-1H-cyclopenta[a]phenanthrene-3,16-dione","6",69,3364,FALSE
"Nodulisporisteroid M","2",87,1613.5,FALSE
"Daurichromenic Acid","6",20,130,FALSE
"1,3,7-trihydroxy-8-(3-hydroxy-3-methylbutyl)-2-(3-methylbut-2-en-1-yl)-9H-xanthen-9-one","6",67,1953.5,FALSE
"Nigrolineaxanthone R","1",87,308.5,FALSE
"(1r,2r,3s,6s,7r,9s,10s,11s,12r,13r,14s)-11-isopropyl-12-methoxy-3,7,10-trimethyl-15-oxapentacyclo[7.5.1.0,.0,.0,]pentadecane-2,6,9,11,14-pentol","6",76,2001.5,FALSE
"3-Methoxytetracosanoic acid","6",93,1986,FALSE
"Phytosphingosine 1-phosphate","5",116,2940.33333333333,FALSE
"Nigrolineaxanthone N","5",80,1233.5,FALSE
"11-imino-9-propyl-10-oxa-6,8,12-triazatetracyclo[6.6.1.0,.0,]pentadecan-7-one","2",2,1668,FALSE
"Surinone B","1",84,1698,FALSE
"3,7,12-Trioxochola-1,5-dien-24-oic Acid","2",92,2929,FALSE
"(3as,3br,5ar,7s,9as,9bs,11ar)-3a,7-dihydroxy-9a,11a-dimethyl-1-(5-oxo-2h-furan-3-yl)-3h,3bh,4h,5h,5ah,6h,7h,9h,9bh,11h-cyclopenta[a]phenanthrene-8,10-dione","5",89,721.5,FALSE
"(-)-2'beta-{(E)-3-Hydroxy-3-methylbut-1-enyl}-2'-deoxybruceol","2",84,2700.5,FALSE
"1-(acetyloxy)-7-hydroxy-1,4a-dimethyl-6-oxo-7-(prop-1-en-2-yl)-hexahydronaphthalen-2-yl 2-methylbut-2-enoate","4",61,1576,FALSE
"(1r,2s,3s,5s,8s,9s,10s,11r,15s,16r)-3,9,10,15-tetrahydroxy-16-methoxy-12,12-dimethyl-6-methylidene-17-oxapentacyclo[7.6.2.1,.0,.0,]octadecan-7-one","4",28,879,FALSE
"(1r,15s,23s)-6-hydroxy-9,11-dimethoxy-22-oxahexacyclo[10.10.2.0,.0,.0,.0,]tetracosa-2,4,6,8,10,12(24),16,18,20-nonaen-13-one","6",70,2044,FALSE
"Purpurin","5",85,1124,FALSE
"Ulexone B","5",111,2602.5,FALSE
"Aurachin G","1",158,965.466666666667,FALSE
"4-[(1r,3as,3br,5as,7r,9ar,9bs,11ar)-3a,5a,7-trihydroxy-7,9a,11a-trimethyl-dodecahydrocyclopenta[a]phenanthren-1-yl]-5h-furan-2-one","3",96,5396.83333333333,FALSE
"3-Hydroxyglabrol","6",77,4803.5,FALSE
"2,4-bis[2-(3,4-dimethoxyphenyl)ethenyl]oxolane","2",137,1038,FALSE
"Mangromicin G","1",162,1865.46666666667,FALSE
"12a-Epimillettosin","2",45,138,FALSE
"2,3-Dihydro-3-hydroxy-2-(4-hydroxyphenyl)-8,8-dimethyl-10-(3-methyl-2-butenyl)-4H,8H-benzol[1,2-b:5,4-b']dipyran-4-one","5",122,2637,FALSE
"28:7(n-6)","2",94,1555,FALSE
"Sphingosine-1-phosphate","1",101,1737,FALSE
"12alpha-hydroxyergosta-7,22,24(28)-triene-3-one","7",55,1241.5,FALSE
"Sarglaperoxide A","2",44,224,FALSE
"Mollicellin O","3",89,4402,FALSE
"4'-Hydroxyalloadhumulinone","7",111,1345,FALSE
"2-hydroxy-hexacosanoic acid","4",92,2226.83333333333,FALSE
"Isoconulothiazole B","2",102,1199,FALSE
"Isariotin F","5",64,1446,FALSE
"n-[2-(4-{[(2e,4r)-5-[(2s)-3,3-dimethyloxiran-2-yl]-4-hydroxy-3-methylpent-2-en-1-yl]oxy}phenyl)ethyl]benzenecarboximidic acid","5",59,25,FALSE
"18-hydroxy-15-(3-hydroxy-3-methylbutyl)-2-methoxy-7,9,13-trioxapentacyclo[10.8.0.0,.0,.0,]icosa-1,3(10),5,11,14,16,18-heptaen-20-one","5",83,871,FALSE
"(8S,13S)-7-Oxo-9,13-epoxylabdane-3alpha,15,19-triol 19-acetate","3",51,147,FALSE
"1-hydroxy-3-{[3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy}propan-2-yl 3-(4-hydroxyphenyl)prop-2-enoate","3",149,1613.5,FALSE
"Plecmillin B","3",29,170,FALSE
"Andilesin C","1",154,361.133333333333,FALSE
"Didehydromirabazole A","3",139,1345.5,FALSE
"2,8,10,19-tetrahydroxy-18-methyldocosanoic acid","5",93,2178.5,FALSE
"Delta16-Dehydroadynerigenin","2",47,762,FALSE
"Cylindroxanthone A","7",101,908,FALSE
"5,7-dihydroxy-6-(4-hydroxy-3-methylbutanoyl)-8-(3-methylbut-2-en-1-yl)-4-phenylchromen-2-one","3",70,652,FALSE
"Kuwanon C","3",103,2066.66666666667,FALSE
"Bicolosin C","5",124,3095.16666666667,FALSE
"(1r,2r,5r,6r,7r,8r,9r)-8-(acetyloxy)-5-hydroxy-6-(hydroxymethyl)-2,10,10-trimethyl-11-oxatricyclo[7.2.1.0,]dodecan-7-yl benzoate","5",79,738,FALSE
"Strongylophorine-25","4",79,1460.5,FALSE
"Beilschmiedic Acid O","2",104,2586.5,FALSE
"Kushenol T","7",118,3282.5,FALSE
"alpha-Paxitriol","7",90,1525,FALSE
"Penicolinate A","2",149,1715.83333333333,FALSE
"(1s,3r,9r,12s,13s,16r,17r)-13,17-dimethyl-16-[(2r)-6-methylhept-5-en-2-yl]-8-methylidene-7-oxapentacyclo[10.7.0.0,.0,.0,]nonadecan-6-one","1",60,91,FALSE
"Ganodernoid A","3",142,765.5,FALSE
"5-hydroxy-7-(4-hydroxydec-2(3)- enoyl) botrylactone","3",87,3885.5,FALSE
"4alpha-carboxy-1alpha,7beta,11beta,13alpha-tetrahydroxy-13,16-seco-ent-19+","4",14,0,FALSE
"Grandilodine A","4",49,1342,FALSE
"Brevione I","2",72,401.5,FALSE
"Napyradiomycin 2","2",133,1079.5,FALSE
"Sclerotiotide E","5",88,2293.5,FALSE
"Furaquinocin A","7",42,100,FALSE
"Fulvinervin C","2",31,494,FALSE
"(3ar,3bs,7s,9ar)-1-acetyl-1,3a,3b,7-tetrahydroxy-9a,11a-dimethyl-2h,3h,4h,6h,7h,8h,9h,9bh,10h,11h-cyclopenta[a]phenanthren-11-yl acetate","2",63,491,FALSE
"(1s,3r,6s,8r,11s,12s,15r,16r)-15-[(2r)-5-hydroxypentan-2-yl]-7,7,12,16-tetramethylpentacyclo[9.7.0.0,.0,.0,]octadecan-6-yl acetate","6",60,626.5,FALSE
"Myrothecisin C","1",71,1570,FALSE
"(1S,5R,6R,14R,15S,17R,22S)-5,10,15-trihydroxy-6,14,18,18,22-pentamethyl-7,13-dioxapentacyclo[12.8.0.03,12.04,9.017,22]docosa-3(12),4(9),10,20-tetraene-8,19-dione","7",129,3618,FALSE
"Bisacremine E","7",112,1820.5,FALSE
"2-amino-1-[(13z)-8,11-dihydroxy-10-(sec-butyl)-2-oxa-6,9,12-triazatricyclo[13.2.2.0,]nonadeca-1(17),8,11,13,15,18-hexaen-6-yl]-3-methylbutan-1-one","2",78,746.5,FALSE
"Gibberellin A52","1",44,0,FALSE
"7-{[(2e)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-1,3-dihydroxyxanthen-9-one","1",52,178,FALSE
"{5,9,13-trimethyltetracyclo[11.2.1.0,.0,]hexadec-14-en-5-yl}methyl 3-(4-hydroxyphenyl)prop-2-enoate","1",87,758.5,FALSE
"icosyl 3-(4-hydroxyphenyl)prop-2-enoate","1",138,2513.5,FALSE
"4,10,11-trihydroxy-2,4a,6a,9,12b,14a-hexamethyl-1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydropicene-3,6-dione","2",94,4668.33333333333,FALSE
"Exodeconolide F","2",97,6168.5,FALSE
"6,14-dihydroxy-7-(hydroxymethyl)-17,18-dimethoxy-7-methyl-2,8,21-trioxapentacyclo[12.8.0.0,.0,.0,]docosa-3,9,11,15(20),16,18-hexaen-13-one","1",152,2277,FALSE
"8-[(5-Carboxy-2,9-Epoxy)Benzyl]-2,5-Dihydroxy-1,1,4A,7,8-Pentamethyl-1,2,3,4,4A,6,7,8,9,10,10A-Dodecahydrophenanthrene","2",124,1405.5,FALSE
"(1S,2S,3'S,4S,4'R,6S,7S,8S,9R,10S,13S,14R)-7-hydroxy-3',4',8,10,14-pentamethylspiro[5-oxapentacyclo[11.8.0.02,10.04,9.014,19]henicosa-15,18-diene-6,5'-oxolane]-2',17-dione","2",82,757.5,FALSE
"Emeridone D","5",72,1317,FALSE
"3beta,17beta-dihydroxy-28-norolean-12-en-11,16-dione","2",114,7038,FALSE
"2-(hydroxymethyl)-6-{7,7,16-trimethyl-6-oxopentacyclo[9.7.0.0,.0,.0,]octadecan-15-yl}hept-2-enoic acid","1",112,9460,FALSE
"(3s)-3-[(1s,3as,5ar,9ar,9br,11as)-3a,6,6,9a,11a-pentamethyl-7-oxo-1h,2h,3h,5h,5ah,8h,9h,9bh,10h,11h-cyclopenta[a]phenanthren-1-yl]butanoic acid","2",18,267,FALSE
"Napyradiomycin 1","2",131,702.166666666667,FALSE
"3alpha,7alpha,12alpha,23-Tetrahydroxy-5beta-cholestan-26-oic acid","2",81,1552.5,FALSE
"PE(16:0/0:0)","1",147,1657,FALSE
"1,2,6,6,10,22-hexamethyl-17-methylidene-19-oxahexacyclo[12.10.0.0,.0,.0,.0,]tetracosane-4,7,18-trione","1",140,1417.5,FALSE
"Breynceanothanolic Acid","1",97,531.5,FALSE
"3-oxoglycyrrhetinic acid","1",108,3828.5,FALSE
"Triptogelin G-1","2",69,941.5,FALSE
"PG(P-16:0/0:0)","2",90,1561.5,FALSE
"Asperfloketal A","2",86,63,FALSE
"Scorzocreticoside I","3",123,2597.5,FALSE
"(1R)-1-[(1R)-1-hydroxyethyl]-1,3-dihydro-2-benzofuran-4-ol","3",4,0,FALSE
"docosyl (2e)-3-(4-hydroxyphenyl)prop-2-enoate","2",117,2536,FALSE
"15-[6-(hydroxymethyl)-6-(propan-2-yl)oxan-3-yl]-7,7,12,16-tetramethylpentacyclo[9.7.0.0,.0,.0,]octadecan-6-ol","3",140,5302.5,FALSE
"1-(18-mercaptooctadecanoyl)-sn-glycerol 3-phosphate","6",88,2375.5,FALSE
"2-hydroxy pelargonic acid","4",3,3334,FALSE
"7-Deacetyl-23-hydroxyneotrichilenonelide","4",54,52,FALSE
"arthrobactin","3",3,0,FALSE
"2-(4,5-dihydroxy-2-methoxyphenyl)-5-hydroxy-8,8-dimethyl-3-(3-methylbut-2-en-1-yl)-4H,8H-pyrano[2,3-h]chromen-4-one","1",126,2575,FALSE
"N-oleoyl tryptophan","1",103,849,FALSE
"16-deacetoxy-7-hydroxyfusidic acid","1",158,1996.5,FALSE
"7-hydroxy-8-(2-hydroxy-3-methyl-9H-carbazol-1-yl)-2-methoxy-6-methyl-9H-carbazole-1-carbaldehyde","7",68,1826.5,FALSE
"Plectranthol A","7",60,400,FALSE
"Flemiphilippinin B","7",61,203,FALSE
"(1r,3s,6ar,6bs,8ar,11r,12s,12ar,14r,14bs)-14-methoxy-4,4,6a,6b,8a,11,12,14b-octamethyl-2,3,4a,5,6,7,8,9,10,11,12,12a,14,14a-tetradecahydro-1h-picene-1,3-diol","3",133,1346.16666666667,FALSE
"3,4-dimethyl-6-(1-{5,7,9-trihydroxy-10,14-dimethyl-3-oxapentacyclo[9.7.0.0,.0,.0,]octadecan-15-yl}ethyl)-5,6-dihydropyran-2-one","1",111,2882,FALSE
"Certonardosterol A","3",134,2740,FALSE
"Fomentarol C","2",129,4680.66666666667,FALSE
"Candelalide B","5",82,8188.66666666667,FALSE
"LPE 18:1","7",85,525,FALSE
"1alpha,25-dihydroxy-2alpha-(3-hydroxypropoxy)-19-norvitamin D3 / 1alpha,25-dihydroxy-2alpha-(3-hydroxypropoxy)-19-norcholecalciferol","7",95,2901.5,FALSE
"(5S,8S,9S,10S,11S,14R)-11-hydroxy-4,8,10,14-tetramethyl-17-[(2R,4S,5R)-4,5,6-trihydroxy-6-methylheptan-2-yl]-5,6,7,9,11,12,15,16-octahydro-1H-cyclopenta[a]phenanthren-2-one","3",93,72,FALSE
"1-(13Z,16Z)-docosadienyl glycerone-3-phosphate","2",52,1365,FALSE
"N-(3,4-Dihydroxybenzoyl)tyramine","7",2,1668,FALSE
"(17'e)-16'-(1-hydroxyethyl)-5',24'-dimethyl-9',15'-dioxaspiro[oxirane-2,25'-tetracyclo[21.2.1.0,.0,]hexacosane]-4',11',17',19'-tetraene-10',21'-dione","5",123,6238,FALSE
"FAHFA 16:0/9O(FA 14:0)","6",71,894,FALSE
"Pestalospirane A","7",11,29,FALSE
"Taxumairol X","5",36,884.5,FALSE
"(1s,2r,6s,7r,9r,11s,12s,14r,15r,16r)-15-[(1s)-1-[(2r)-4,5-dimethyl-6-oxo-2,3-dihydropyran-2-yl]ethyl]-6,14-dihydroxy-2-methyl-3-oxo-8-oxapentacyclo[9.7.0.0,.0,.0,]octadec-4-ene-16-carbaldehyde","7",96,966.5,FALSE
"PG(16:0/0:0)","2",51,4,FALSE
"Aquayamycin","3",122,1995.5,FALSE
"(5R,8S,9S,10S,14R)-4,4,8,10,14-pentamethyl-17-[(2R,4S,5S)-4,5,6-trihydroxy-6-methylheptan-2-yl]-2,5,6,7,9,15-hexahydro-1H-cyclopenta[a]phenanthrene-3,16-dione","2",92,2352.83333333333,FALSE
"(2s,4ar,6as,6br,8ar,10s,12ar,12br,14bs)-10-hydroxy-2,6a,6b,9,9,12a-hexamethyl-1,3,4,5,6,7,8,8a,10,11,12,12b,13,14b-tetradecahydropicene-2,4a-dicarboxylic acid","4",62,1884.5,FALSE
"Ceramicine E","2",95,1117.5,FALSE
"17alpha-hydroxywithaferin A","2",151,3317.66666666667,FALSE
"carinatin C","2",74,3698,FALSE
"Certonardosterol I","5",119,3227,FALSE
"(22E,24R)-11alpha-acetoxy-25-hydroxy,5alpha-ergosta-7,22-diene-3,6-dione","1",100,767,FALSE
"20-Hydroxytubocapsanolide A","7",84,1732.5,FALSE
"3-benzyl-9-(butan-2-yl)-6-(3-hydroxybutan-2-yl)-12-(propan-2-yl)-1,4,7,10-tetraazacyclododecane-2,5,8,11-tetrone","7",84,5028.5,FALSE
"6,10-bis(acetyloxy)-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-2-yl acetate","7",11,0,FALSE
"3-{3-[1-(2-hydroxy-4-methyl-5-oxofuran-2-yl)propan-2-yl]-3,6,9b-trimethyl-7-(prop-1-en-2-yl)-1h,2h,5h,5ah,7h,8h-cyclopenta[a]naphthalen-6-yl}propanoic acid","4",56,893,FALSE
"tauroursodeoxycholic acid","1",141,1222.66666666667,FALSE
"Rhizopogone","6",34,423,FALSE
"Astrakurkurol","7",51,525.5,FALSE
"10-methoxy-2,4a-bis(methoxymethyl)-2,6a,6b,9,9,12a-hexamethyl-1,3,4,5,6,7,8,8a,10,11,12,12b,13,14b-tetradecahydropicene","4",99,4486.16666666667,FALSE
"11-hydroxy-9-(hydroxymethyl)-10-methoxy-2,4a,6a,12b,14a-pentamethyl-1,2,4,5,6,13,14,14b-octahydropicene-3,8-dione","5",100,2105.5,FALSE
"Serratamolide E","6",91,1506,FALSE
"21-Oxopristimerine","1",128,1371,FALSE
"(1s,3ar,3bs,5as,7s,9ar,9bs,11as)-7-hydroxy-11a-methyl-1-(5-oxo-2h-furan-3-yl)-tetradecahydro-1h-cyclopenta[a]phenanthrene-9a-carbaldehyde","7",5,0,FALSE
"4,6-dihydroxy-7,12,16-trimethyl-15-(6-methyl-5-oxohept-6-en-2-yl)pentacyclo[9.7.0.0,.0,.0,]octadecane-7-carboxylic acid","7",100,4153.5,FALSE
"tetracosyl (2e)-3-(4-hydroxyphenyl)prop-2-enoate","7",86,3112.5,FALSE
"6-[4'-(2-carboxyethyl)-2,4'-dimethyl-5-methylidene-5'-(prop-1-en-2-yl)-3',3'a,5',6'-tetrahydro-2'h-spiro[cyclopentane-1,1'-inden]-2-yl]-2-methyl-4-oxohept-2-enoic acid","2",106,2237,FALSE
"5-N-acetyl-8-isopropylardeemin","2",137,1061,FALSE
"Sulfocholic acid","2",121,7163,FALSE
"(1'r,3r,3ar,4'r,7'r,8's,8ar,9ar,11's,13'r)-7'-isopropyl-1',4',5,8a,11'-pentamethyl-4,6,7,8,9,9a-hexahydro-3ah-spiro[naphtho[2,3-b]furan-3,15'-tetracyclo[11.2.1.0,.0,]hexadecan]-2'(12')-en-2-one","7",96,2458.5,FALSE
"(20R)-24-Hydroxy-19-norgeminivitamin D3","2",104,1395,FALSE
"taurocholic acid","5",106,2245.5,FALSE
"Rhodinose","3",1,0,FALSE
"Medicagol","3",2,3334,FALSE
"Ripromycin","5",118,1869,FALSE
"PG(18:1(9Z)/0:0)","2",55,318,FALSE
"Melezitose","1",126,1931,FALSE
"(2r,3s,4s,5r)-4-[(1s,3r,6s,7s,8r,11s,12s,15r,16r)-6-hydroxy-7-(hydroxymethyl)-7,12,16-trimethylpentacyclo[9.7.0.0,.0,.0,]octadecan-15-yl]-5-methoxy-2-(2-methylprop-1-en-1-yl)oxolan-3-ol","5",133,4120,FALSE
"12-hydroxy-8,21,21-trimethyl-5,19-bis(3-methylbut-2-en-1-yl)-3,7,20-trioxahexacyclo[15.4.1.0,.0,.0,.0,]docosa-4(13),5,9,11,15-pentaene-14,18-dione","5",72,516,FALSE
"Novapikromycin","1",105,5672,FALSE
"Longipedlactone J","2",83,805.166666666667,FALSE
"(+)-Buxabenzamidienine","3",132,657,FALSE
"22-Acetoxy-15-deoxo-eucosterol","1",146,1240.5,FALSE
"(1s,4s,5r,6r,7s,11r,16s,17s,18r,19r)-5,16,17-trihydroxy-6,14,18-trimethyl-4-{[(2r,3s,4r,5r,6s)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-3,10-dioxapentacyclo[9.8.0.0,.0,.0,]nonadec-13-en-9-one","2",93,3667.66666666667,FALSE
"[(1r,3as,5ar,7r,8s,9ar,9br,11ar)-1-[(2s,3r)-3,6-dihydroxy-6-methylheptan-2-yl]-3a,8-dihydroxy-9a,11a-dimethyl-5-oxo-1h,2h,3h,5ah,6h,7h,8h,9h,9bh,10h,11h-cyclopenta[a]phenanthren-7-yl]oxyphosphonic acid","2",85,2942.5,FALSE
"PG(20:1(11Z)/0:0)","1",73,499,FALSE
"Chaetoglobosin K","5",99,1611,FALSE
"Ym-32890 B","5",100,2802.83333333333,FALSE
"Geranin A","1",83,2718,FALSE
"31-hydroxy-32,35-anhydrobacteriohopanetetrol","3",153,1779.66666666667,FALSE
"4-Hydroxyphenylpyruvic acid","5",2,0,FALSE
"Artoindonesianin V","2",91,2263,FALSE
"(1s,12z)-8,26-dihydroxy-6-oxa-15,20,24,27-tetraazatetracyclo[13.9.6.2,.1,]tritriaconta-2,4,7(31),8,10,12,26,32-octaen-14-one","4",57,1709.5,FALSE
"Cer(t18:1(11E)/16:0(2OH))","5",72,1781,FALSE
"LPC 18:1","3",79,583,FALSE
"Desferrioxamine X1","3",141,2180,FALSE
"1,3,6,9-tetrahydroxy-11-[(2e)-4-(3-hydroxy-5,5,8a-trimethyl-2-methylidene-hexahydro-1h-naphthalen-1-yl)but-2-en-2-yl]-10,11-dihydro-5-oxatetraphen-12-one","5",86,735.666666666667,FALSE
