"node","module","degree","betweenness","is_hub"
"2-[(4-Hydroxy-1,3-dihydro-2-benzofuran-1-yl)methyl]-5-pentyloxolane-3,4-diol","4",214,1775,FALSE
"Apteniol A","2",136,864.5,FALSE
"Isoprekinamycin","1",190,3344.5,FALSE
"(1r,3r,5s,6z,8r,10z,14s)-6,10,14-trimethyl-3-(prop-1-en-2-yl)-15-oxabicyclo[12.1.0]pentadeca-6,10-diene-5,8-diol","1",185,1117.5,FALSE
"N-P-Coumaroyl Serotonin","5",253,926.5,FALSE
"Arcyriaflavin A","5",222,674.5,FALSE
"8-HETE","1",211,1519.5,FALSE
"Albocycline M-4","1",298,1614.25,FALSE
"ent-8beta,16-Dihydroxy-17-nor-6,13E-labdadien-15-oic acid","4",192,749.5,FALSE
"Heliconol B","3",163,90.5,FALSE
"Kibalaurifenone","3",169,524,FALSE
"20-Nor-3Alpha-Acetoxy-12-Hydroxy-Abieta-5,7,9,11,13-Pentaene","3",210,1368.5,FALSE
"Chinese bittersweet alkaloid II","2",153,1477,FALSE
"Siccanochromene A","2",105,754,FALSE
"11-imino-9-propyl-10-oxa-6,8,12-triazatetracyclo[6.6.1.0,.0,]pentadecan-7-one","3",25,217,FALSE
"6-Methoxyluteolin","3",247,951,FALSE
"2-Carboxy-3,5-dihydroxy-4-(3-methyl-2-butenyl)bibenzyl","1",226,718.5,FALSE
"(+)-6-O-demethylpestalotiopsin A","3",201,1062,FALSE
"Citrifelin A","4",175,1725,FALSE
"3-oxo-eicosanoic acid","4",144,1906.5,FALSE
"3-hydroxy-eicosanoic acid","2",145,1830,FALSE
"Farnesylquinone","4",49,2727,FALSE
"2-hydroxy-eicosanoic acid","1",206,1846.5,FALSE
"Gliomasolide E","1",203,2186.33333333333,FALSE
"4-(hexa-2,4-diyn-1-ylidene)-3,6-dioxaspiro[bicyclo[3.1.0]hexane-2,2'-oxan]-5'-yl 3-methylbutanoate","1",207,1155,FALSE
"Angulifolide","2",285,768.5,FALSE
"9,12-dihydroxynonadec-15-enoic acid","3",80,817,FALSE
"(1'r,2s,6's,8's)-4,5',5'-trimethyl-5-oxo-13'-oxaspiro[furan-2,9'-tricyclo[6.3.2.0,]tridecan]-10'-ene-11'-carboxylic acid","2",239,1681,FALSE
"13,16-Epoxy-7,12-dihydroxy-9Z-octadecenoic acid","3",233,1106,FALSE
"(1s,2r,10r,11r,12r,13r,16r)-12-hydroxy-2,6,10,16-tetramethyl-9,14-dioxatetracyclo[11.2.1.0,.0,]hexadeca-4,6-diene-3,8,15-trione","2",217,636,FALSE
"Phloionolic acid","2",273,2488,FALSE
"N-Demethyloxysanguinarine","3",235,1196.5,FALSE
"(8r,9r)-8,9-dihydroxy-n-(2-methylpropyl)deca-2,6-dienimidic acid","2",6,0,FALSE
"callicarpic acid B","4",170,3047.66666666667,FALSE
"11,12,13-TriHOME","1",208,1933.5,FALSE
"FA 18:1+3O","1",211,999,FALSE
"N-[9,10-Dihydrojasmonoyl]isoleucine","5",258,1668.83333333333,FALSE
"(3R,5R)-3,5-Dihydroxy-7-[(1S,2S,6R,8aR)-2,6-dimethyl-1,2,6,7,8,8a-hexahydronaphthalene-1-yl]heptanoic acid methyl ester","1",187,1666,FALSE
"1-Acetylaspidoalbidine","3",180,905.5,FALSE
"12-hydroxy-5,10,15-trimethyl-14-oxo-4,9,13-trioxatetracyclo[10.3.0.0,.0,]pentadec-1(15)-en-2-yl acetate","3",268,1090.5,FALSE
"(1's,3r,4'r,5s,6'r)-5-(furan-3-yl)-6'-methyl-3'-oxaspiro[oxolane-3,7'-tricyclo[6.3.1.0,]dodecan]-8'(12')-ene-2,2'-dione","2",11,229,FALSE
"butyl tetradecane-6-sulfonate","3",99,842.5,FALSE
"Dodecyl Gallate","3",269,697.5,FALSE
"Sch 58450","5",257,1583.83333333333,FALSE
"Biverlactone B","1",226,1977,FALSE
"(+)-17-O-Acetylnortetraphyllicine","2",166,579.5,FALSE
"Microferin","2",197,3062.5,FALSE
"(1s,2r,3r,4ar,5s,7s,8ar)-2,7-dihydroxy-4a,5-dimethyl-3-(prop-1-en-2-yl)-octahydro-1h-naphthalen-1-yl 3-methylbut-2-enoate","4",215,1912.5,FALSE
"Asterogenol","2",250,2408.83333333333,FALSE
"(1r,10s)-5-methoxy-4-(3-methylbut-2-en-1-yl)-17-oxatetracyclo[8.7.0.0,.0,]heptadeca-2(7),3,5,11,13,15-hexaen-14-ol","1",117,56,FALSE
"3-hydroxy-16,17-dimethoxytricyclo[12.3.1.1,]nonadeca-1(17),2(19),3,5,14(18),15-hexaen-9-one","1",224,2644.5,FALSE
"Nonocarboline D","5",273,1815.5,FALSE
"Diisopropyl phthalate","1",22,138,FALSE
"14-(4'-Hydroxybenzoyloxy)Dauc-4,8-Diene","2",217,3859.33333333333,FALSE
"Neriifolone A","1",184,2520.5,FALSE
"Radulanin F","3",233,1803.5,FALSE
"Fischerindole L","3",178,617.5,FALSE
"5'-epi-Isoethuliacoumarin B","2",276,1431,FALSE
"(3S,6S)-3,6-Bis(4-Acetamidobutyl)Piperazine-2,5-Dione","4",179,1560,FALSE
"3-hydroxy-1-methoxy-2-(3-methylbut-2-en-1-yl)-5-(2-phenylethyl)cyclohexa-2,4-diene-1-carboxylic acid","3",227,1758,FALSE
"3,11-Dihydroxy-13-methoxy-5-methyl-19-oxapentacyclo[8.8.1.01,10.02,7.012,17]nonadeca-2(7),3,5,8,12(17),13,15-heptaen-18-one","3",167,885.833333333333,FALSE
"(2s)-2-{[(2e)-3-(3,4-dihydroxyphenyl)-1-hydroxyprop-2-en-1-ylidene]amino}-3-(4-hydroxyphenyl)propanoic acid","3",198,1718.5,FALSE
"Penicixanthene B","3",104,918,FALSE
"Cycloethuliacoumarin","4",129,1188.5,FALSE
"Propylene glycol stearate","4",158,930.5,FALSE
"21-methoxy-5,7,18-trioxa-14-azahexacyclo[12.8.0.0,.0,.0,.0,]docosa-2,4(8),9-triene","2",59,63.5,FALSE
"PGF1a alcohol","1",287,1846,FALSE
"Moschamine","1",235,3966,FALSE
"Phomopoxide A","3",238,1244,FALSE
"Emoroidone","3",128,1489.5,FALSE
"TREHALOSE","5",245,2356.5,FALSE
"Plecmillin B","5",124,500,FALSE
"Cytosporin C","3",18,26,FALSE
"Lambicin","1",197,2098.5,FALSE
"N-palmitoyl serine","3",193,2639.5,FALSE
"Cytosporin S","3",212,439.5,FALSE
"(5R)-2-(hydroxymethyl)-1,3-dimethoxy-5-octyl-5,6,7,8-tetrahydroquinolin-4-one","4",212,1395,FALSE
"Carexane L","3",208,2649.5,FALSE
"(+)-robillapyrone","3",237,1137.5,FALSE
"Colletochlorin A","3",232,3253.5,FALSE
"1-O-Acetyl-9-O-demethylpluviine","2",27,73,FALSE
"Neorauflavene","2",143,1521.5,FALSE
"3-oxo-docosanoic acid","2",218,2295.5,FALSE
"Citrifelin B","4",159,387,FALSE
"2-hydroxy behenic","3",244,3784.66666666667,FALSE
"Desacetyltetraneurin D 15-O-isobutyrate","3",218,1152,FALSE
"5-(furan-3-yl)-7-methoxy-4,10-dimethyl-15-oxatetracyclo[6.5.2.0,.0,]pentadeca-2(6),10-diene-3,14-dione","1",178,2584.5,FALSE
"Liphagal","2",177,358,FALSE
"(4as,4br,5r,7s,8r,10ar)-7-[(1s)-1,2-dihydroxyethyl]-5,8-dihydroxy-1,1,4a,7-tetramethyl-3,4,4b,5,6,8,10,10a-octahydrophenanthren-2-one","5",266,1227,FALSE
"13-methoxy-heneicosanoic acid","3",227,1828,FALSE
"17-methyl-9,12-dioxo-15-oxapentacyclo[12.6.0.0,.0,.0,]icosa-8(13),10-diene-5-carboxylic acid","2",38,2,FALSE
"Lapatin B","1",282,567.5,FALSE
"Altisin","2",249,1770.33333333333,FALSE
"Sczukidine","1",120,138,FALSE
"Corynoline","2",125,611,FALSE
"Crotepoxide","2",205,1639,FALSE
"n,6,13-trimethyl-16-oxo-7-azapentacyclo[10.8.0.0,.0,.0,]icosa-14,17-diene-7-carboximidic acid","3",53,364,FALSE
"Calanolide D","2",287,974,FALSE
"methyl 3-methyl-7,10-dioxo-11-(prop-1-en-2-yl)-6,16-dioxatricyclo[11.2.1.1,]heptadeca-1(15),2,8(17),13-tetraene-14-carboxylate","2",246,2951.5,FALSE
"(5R,8S,9S,10S,14R)-17-acetyl-4,4,8,10,14-pentamethyl-2,5,6,7,9,15-hexahydro-1H-cyclopenta[a]phenanthrene-3,16-dione","2",136,2377.5,FALSE
"1,2-dehydropenicillide","2",104,404,FALSE
"Didymic acid","2",217,2305,FALSE
"methyl (1r,4s,6r,8r,9s)-6-(furan-3-yl)-16-methylidene-2-oxo-3,5-dioxatetracyclo[6.5.3.0,.0,]hexadec-12-ene-13-carboxylate","2",274,1019,FALSE
"Bis(2-Ethylhexyl) Hexanedioate","2",290,1863.5,FALSE
"Damascenine","8",1,0,FALSE
"Tetrahydroalstonine N-oxide","1",226,488.333333333333,FALSE
"2-hydroxy-tricosanoic acid","1",283,834,FALSE
"(3r,3as,6r,6as,10as)-3,6,6a,9-tetramethyl-3h,3ah,4h,5h,6h,7h,8h-naphtho[4a,4-b]furan-2-one","2",2,0,FALSE
"Cymosalignan C","1",211,1766.5,FALSE
"6,7,2',4',5'-Pentamethoxyisoflavone","1",289,1025,FALSE
"1,4abeta,7alpha,8abeta-Tetramethyl-3alpha,4beta,5beta,10alpha-tetrahydroxy-6alpha,8alpha-(epoxymethano)-3,4,4a,4balpha,5,6,7,8,8a,9,10,10aalpha-dodecahydrophenanthrene-9,11-dione","3",268,1274.5,FALSE
"(+)-3-hydroxy behenic","4",155,1407.5,FALSE
"At2433-A5","2",284,553,FALSE
"5,7-dihydroxy-3,6-dimethoxy-2-(4-methoxyphenyl)-4H-chromen-4-one","4",25,9,FALSE
"Sphingosine-1-phosphate","1",213,1364,FALSE
"Daurichromenic Acid","2",71,757,FALSE
"Atalaphylline","2",195,1262.5,FALSE
"7-hydroxy-10-methoxy-3-methyl-3-(5-methylhex-4-en-2-yl)benzo[f]chromene-8-carboxylic acid","2",184,1715,FALSE
"(1s,3ar,3bs,5as,7s,9ar,9bs,11as)-7-hydroxy-11a-methyl-1-(5-oxo-2h-furan-3-yl)-tetradecahydro-1h-cyclopenta[a]phenanthrene-9a-carbaldehyde","1",62,1584,FALSE
"methyl 4-[(1S,2S)-1-(3,4-dimethoxyphenyl)-1-hydroxypropan-2-yl]oxy-3-methoxybenzoate","4",219,1722.5,FALSE
"N-oleoyl threonine","4",173,631.5,FALSE
"3-[(6s,9s)-8,11-dioxo-6-(phenylamino)-6h,7h,9h-pyrido[2,1-b]quinazolin-9-yl]propanimidic acid","4",218,1510,FALSE
"5,9-dimethyl-14-methylidene-13-oxo-4,12-dioxatricyclo[9.3.0.0,]tetradec-8-en-2-yl 2-phenylacetate","2",118,214.5,FALSE
"7-{[(2e)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-1,3-dihydroxyxanthen-9-one","1",150,368,FALSE
"3-hydroxy-tetracosanoic acid","2",253,3076,FALSE
"Epoxyquinol A","4",134,1521,FALSE
"Gibberellin A52","1",164,204.5,FALSE
"Pochonin O","1",273,1241,FALSE
"5-[(1R,2S,4R,6R,7R,10S,11S,14R,16R)-14-hydroxy-7,11-dimethyl-3-oxapentacyclo[8.8.0.02,4.02,7.011,16]octadecan-6-yl]pyran-2-one","3",148,452,FALSE
"16-hydroxy-5,5,9,16-tetramethyl-7-(phenylmethylidene)tetracyclo[10.2.2.0,.0,]hexadec-13-en-6-one","2",240,1563,FALSE
"1-(acetyloxy)-7-hydroxy-1,4a-dimethyl-6-oxo-7-(prop-1-en-2-yl)-hexahydronaphthalen-2-yl 2-methylbut-2-enoate","4",147,2017.5,FALSE
"Surinone B","3",189,1622.5,FALSE
"(4ar,5s,6as,7r,10ar,11ar,11bs)-7,10a-dihydroxy-4,4,7,11b-tetramethyl-9-oxo-1h,2h,3h,4ah,5h,6h,6ah,11h,11ah-phenanthro[3,2-b]furan-5-yl acetate","3",145,1284.5,FALSE
"Dimeric Dinactin","1",222,1557.33333333333,FALSE
"Guanacastepene H","1",194,1431.5,FALSE
"12beta-hydroxy-24-norcholesta-1,4,22E-trien-3-one","2",118,1053,FALSE
"Delta16-Dehydroadynerigenin","3",137,203,FALSE
"5,10-dihydroxy-12-[(2z)-4-hydroxy-3-methylbut-2-en-1-yl]-2,2-dimethyl-1,11-dioxatetracen-6-one","5",267,3422.83333333333,FALSE
"(-)-2'beta-{(E)-3-Hydroxy-3-methylbut-1-enyl}-2'-deoxybruceol","3",191,1807,FALSE
"Aurachin G","2",291,998.566666666667,FALSE
"12a-Epimillettosin","3",202,922.5,FALSE
"Be-54238B","4",95,222,FALSE
"Nigrolineaxanthone M","2",127,1361.5,FALSE
"Purpurin","2",225,771.5,FALSE
"Nodulisporisteroid M","3",198,1067.5,FALSE
"Phytosphingosine 1-phosphate","4",219,1171,FALSE
"Nigrolineaxanthone N","4",155,682.666666666667,FALSE
"(1r,2s,3s,5s,8s,9s,10s,11r,15s,16r)-3,9,10,15-tetrahydroxy-16-methoxy-12,12-dimethyl-6-methylidene-17-oxapentacyclo[7.6.2.1,.0,.0,]octadecan-7-one","4",99,705.5,FALSE
"1,3,7-trihydroxy-8-(3-hydroxy-3-methylbutyl)-2-(3-methylbut-2-en-1-yl)-9H-xanthen-9-one","2",135,1876.33333333333,FALSE
"Nigrolineaxanthone R","2",217,1192.5,FALSE
"(1r,2r,3s,6s,7r,9s,10s,11s,12r,13r,14s)-11-isopropyl-12-methoxy-3,7,10-trimethyl-15-oxapentacyclo[7.5.1.0,.0,.0,]pentadecane-2,6,9,11,14-pentol","2",148,1389,FALSE
"25,26-epoxy-1alpha-hydroxy-23,23,24,24-tetradehydro-19-norvitamin D3","2",35,4,FALSE
"3-Methoxytetracosanoic acid","2",198,1600,FALSE
"3,7,12-Trioxochola-1,5-dien-24-oic Acid","3",205,2149.5,FALSE
"Mollicellin O","5",172,1843.5,FALSE
"5,9,17,17-tetramethyl-18-oxapentacyclo[10.5.2.0,.0,.0,]nonadec-2-ene-8,16-dione","2",42,3,FALSE
"(3as,3br,5ar,7s,9as,9bs,11ar)-3a,7-dihydroxy-9a,11a-dimethyl-1-(5-oxo-2h-furan-3-yl)-3h,3bh,4h,5h,5ah,6h,7h,9h,9bh,11h-cyclopenta[a]phenanthrene-8,10-dione","4",209,730.5,FALSE
"Furaquinocin A","2",114,739.5,FALSE
"(1r,15s,23s)-6-hydroxy-9,11-dimethoxy-22-oxahexacyclo[10.10.2.0,.0,.0,.0,]tetracosa-2,4,6,8,10,12(24),16,18,20-nonaen-13-one","2",164,1408.5,FALSE
"(3s)-3-[(1s,3as,5ar,9ar,9br,11as)-3a,6,6,9a,11a-pentamethyl-7-oxo-1h,2h,3h,5h,5ah,8h,9h,9bh,10h,11h-cyclopenta[a]phenanthren-1-yl]butanoic acid","5",123,670,FALSE
"Ulexone B","4",211,2130,FALSE
"2,3-Dihydro-3-hydroxy-2-(4-hydroxyphenyl)-8,8-dimethyl-10-(3-methyl-2-butenyl)-4H,8H-benzol[1,2-b:5,4-b']dipyran-4-one","3",240,1892,FALSE
"4'-Hydroxyalloadhumulinone","1",242,1843,FALSE
"4-[(1r,3as,3br,5as,7r,9ar,9bs,11ar)-3a,5a,7-trihydroxy-7,9a,11a-trimethyl-dodecahydrocyclopenta[a]phenanthren-1-yl]-5h-furan-2-one","5",214,3563,FALSE
"3-Hydroxyglabrol","2",154,2194.16666666667,FALSE
"Sarglaperoxide A","3",160,262.833333333333,FALSE
"2R-hydroxy-tetracosanoic acid","3",35,252,FALSE
"2,4-bis[2-(3,4-dimethoxyphenyl)ethenyl]oxolane","3",258,1006,FALSE
"(8S,13S)-7-Oxo-9,13-epoxylabdane-3alpha,15,19-triol 19-acetate","5",176,142.5,FALSE
"Mangromicin G","2",301,1044.53333333333,TRUE
"Isoconulothiazole B","3",216,855,FALSE
"28:7(n-6)","3",219,1178,FALSE
"Rhizopogone","2",112,830,FALSE
"12alpha-hydroxyergosta-7,22,24(28)-triene-3-one","1",154,1387,FALSE
"Penicolinate A","3",266,1132.66666666667,FALSE
"Pestalospirane A","5",107,179,FALSE
"2-hydroxy-hexacosanoic acid","1",187,1625,FALSE
"4alpha-carboxy-1alpha,7beta,11beta,13alpha-tetrahydroxy-13,16-seco-ent-19+","4",63,124,FALSE
"Isariotin F","3",192,1772,FALSE
"n-[2-(4-{[(2e,4r)-5-[(2s)-3,3-dimethyloxiran-2-yl]-4-hydroxy-3-methylpent-2-en-1-yl]oxy}phenyl)ethyl]benzenecarboximidic acid","4",137,702,FALSE
"18-hydroxy-15-(3-hydroxy-3-methylbutyl)-2-methoxy-7,9,13-trioxapentacyclo[10.8.0.0,.0,.0,]icosa-1,3(10),5,11,14,16,18-heptaen-20-one","2",230,1939,FALSE
"Medicagol","5",7,1252,FALSE
"1-hydroxy-3-{[3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy}propan-2-yl 3-(4-hydroxyphenyl)prop-2-enoate","5",254,1055.5,FALSE
"Andilesin C","2",293,1005.06666666667,FALSE
"Didehydromirabazole A","5",262,1036,FALSE
"Cylindroxanthone A","1",199,468.5,FALSE
"2,8,10,19-tetrahydroxy-18-methyldocosanoic acid","4",223,2006,FALSE
"Fulvinervin C","3",101,638.5,FALSE
"Kuwanon C","5",232,1122.5,FALSE
"Jerantinine H","4",41,88,FALSE
"Beilschmiedic Acid O","3",234,1331.5,FALSE
"5,7-dihydroxy-6-(4-hydroxy-3-methylbutanoyl)-8-(3-methylbut-2-en-1-yl)-4-phenylchromen-2-one","5",213,700,FALSE
"(1s,3r,9r,12s,13s,16r,17r)-13,17-dimethyl-16-[(2r)-6-methylhept-5-en-2-yl]-8-methylidene-7-oxapentacyclo[10.7.0.0,.0,.0,]nonadecan-6-one","5",165,48,FALSE
"Kushenol T","1",246,1730,FALSE
"Bicolosin C","2",235,2822.83333333333,FALSE
"Ganodernoid A","5",273,882,FALSE
"(1r,2r,5r,6r,7r,8r,9r)-8-(acetyloxy)-5-hydroxy-6-(hydroxymethyl)-2,10,10-trimethyl-11-oxatricyclo[7.2.1.0,]dodecan-7-yl benzoate","2",226,2191,FALSE
"Strongylophorine-25","1",187,1983,FALSE
"Myrothecisin C","1",202,1537.5,FALSE
"alpha-Paxitriol","1",217,1125,FALSE
"Brevione I","3",159,271,FALSE
"Emeridone D","4",182,907.5,FALSE
"Napyradiomycin 2","3",247,655,FALSE
"Triptogelin G-1","5",209,763.5,FALSE
"Bisacremine E","1",211,1400.83333333333,FALSE
"5-hydroxy-7-(4-hydroxydec-2(3)- enoyl) botrylactone","5",224,3184,FALSE
"Grandilodine A","4",151,1532.5,FALSE
"8-[(5-Carboxy-2,9-Epoxy)Benzyl]-2,5-Dihydroxy-1,1,4A,7,8-Pentamethyl-1,2,3,4,4A,6,7,8,9,10,10A-Dodecahydrophenanthrene","3",235,1000.83333333333,FALSE
"Sclerotiotide E","2",251,1954.5,FALSE
"6,14-dihydroxy-7-(hydroxymethyl)-17,18-dimethoxy-7-methyl-2,8,21-trioxapentacyclo[12.8.0.0,.0,.0,]docosa-3,9,11,15(20),16,18-hexaen-13-one","2",295,1275.5,FALSE
"(11r,15s)-15-hydroxy-5-methoxy-6,12,12-trimethyltricyclo[9.4.0.0,]pentadeca-1,3(8),4,6-tetraen-9-one","3",8,1260,FALSE
"2-hydroxy-6-(10-phenyldecyl)benzoic acid","4",1,0,FALSE
"(3ar,3bs,7s,9ar)-1-acetyl-1,3a,3b,7-tetrahydroxy-9a,11a-dimethyl-2h,3h,4h,6h,7h,8h,9h,9bh,10h,11h-cyclopenta[a]phenanthren-11-yl acetate","3",165,1317,FALSE
"(1S,5R,6R,14R,15S,17R,22S)-5,10,15-trihydroxy-6,14,18,18,22-pentamethyl-7,13-dioxapentacyclo[12.8.0.03,12.04,9.017,22]docosa-3(12),4(9),10,20-tetraene-8,19-dione","1",220,1918,FALSE
"(1s,3r,6s,8r,11s,12s,15r,16r)-15-[(2r)-5-hydroxypentan-2-yl]-7,7,12,16-tetramethylpentacyclo[9.7.0.0,.0,.0,]octadecan-6-yl acetate","2",130,966.5,FALSE
"7-hydroxy-8-(2-hydroxy-3-methyl-9H-carbazol-1-yl)-2-methoxy-6-methyl-9H-carbazole-1-carbaldehyde","2",132,949,FALSE
"2-(4,5-dihydroxy-2-methoxyphenyl)-5-hydroxy-8,8-dimethyl-3-(3-methylbut-2-en-1-yl)-4H,8H-pyrano[2,3-h]chromen-4-one","1",274,2028,FALSE
"Plectranthol A","1",173,513,FALSE
"2-amino-1-[(13z)-8,11-dihydroxy-10-(sec-butyl)-2-oxa-6,9,12-triazatricyclo[13.2.2.0,]nonadeca-1(17),8,11,13,15,18-hexaen-6-yl]-3-methylbutan-1-one","3",202,624,FALSE
"{5,9,13-trimethyltetracyclo[11.2.1.0,.0,]hexadec-14-en-5-yl}methyl 3-(4-hydroxyphenyl)prop-2-enoate","1",200,355,FALSE
"icosyl 3-(4-hydroxyphenyl)prop-2-enoate","2",283,2125.33333333333,FALSE
"4,10,11-trihydroxy-2,4a,6a,9,12b,14a-hexamethyl-1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydropicene-3,6-dione","3",188,2777.5,FALSE
"1-({4-[2-hydroxy-5-(hydroxymethyl)phenoxy]phenyl}methyl)-6-methoxy-2-methyl-3,4-dihydro-1h-isoquinolin-7-ol","3",30,26,FALSE
"Exodeconolide F","3",193,3697.5,FALSE
"2-(2-(hydroxymethyl)-3-methoxyphenyl)-1-(1h-indol-6-yl)-7-methylbenzo[cd]indol-3(1h)-one","3",17,253,FALSE
"Flemiphilippinin B","1",156,595,FALSE
"(1S,2S,3'S,4S,4'R,6S,7S,8S,9R,10S,13S,14R)-7-hydroxy-3',4',8,10,14-pentamethylspiro[5-oxapentacyclo[11.8.0.02,10.04,9.014,19]henicosa-15,18-diene-6,5'-oxolane]-2',17-dione","3",183,767,FALSE
"3beta,17beta-dihydroxy-28-norolean-12-en-11,16-dione","3",222,3689.5,FALSE
"Napyradiomycin 1","3",244,742,FALSE
"PE(16:0/0:0)","1",271,1301.5,FALSE
"2-(hydroxymethyl)-6-{7,7,16-trimethyl-6-oxopentacyclo[9.7.0.0,.0,.0,]octadecan-15-yl}hept-2-enoic acid","2",225,5028.33333333333,FALSE
"Fomentarol C","3",233,2598.5,FALSE
"(1S,11S,12S,15R,16R,18R)-15-[(2S,3R,5S)-3-hydroxy-5,6-dimethylhept-6-en-2-yl]-7,7,12,16-tetramethyl-19-oxapentacyclo[9.8.0.01,18.03,8.012,16]nonadeca-3(8),5-dien-4-one","2",126,956.5,FALSE
"3alpha,7alpha,12alpha,23-Tetrahydroxy-5beta-cholestan-26-oic acid","5",187,878,FALSE
"1,2,6,6,10,22-hexamethyl-17-methylidene-19-oxahexacyclo[12.10.0.0,.0,.0,.0,]tetracosane-4,7,18-trione","2",285,2528.5,FALSE
"Breynceanothanolic Acid","2",231,454.5,FALSE
"3-oxoglycyrrhetinic acid","2",214,2421,FALSE
"Scorzocreticoside I","5",237,1051.5,FALSE
"arthrobactin","5",52,144,FALSE
"PG(P-16:0/0:0)","5",204,1835.5,FALSE
"Asperfloketal A","5",232,149,FALSE
"docosyl (2e)-3-(4-hydroxyphenyl)prop-2-enoate","5",265,2090,FALSE
"15-[6-(hydroxymethyl)-6-(propan-2-yl)oxan-3-yl]-7,7,12,16-tetramethylpentacyclo[9.7.0.0,.0,.0,]octadecan-6-ol","5",256,2239.5,FALSE
"11-hydroxy-9-(hydroxymethyl)-10-methoxy-2,4a,6a,12b,14a-pentamethyl-1,2,4,5,6,13,14,14b-octahydropicene-3,8-dione","4",213,1879,FALSE
"1-(18-mercaptooctadecanoyl)-sn-glycerol 3-phosphate","2",203,1919.5,FALSE
"7-Deacetyl-23-hydroxyneotrichilenonelide","4",113,267,FALSE
"(1r,3s,6ar,6bs,8ar,11r,12s,12ar,14r,14bs)-14-methoxy-4,4,6a,6b,8a,11,12,14b-octamethyl-2,3,4a,5,6,7,8,9,10,11,12,12a,14,14a-tetradecahydro-1h-picene-1,3-diol","5",255,493.333333333333,FALSE
"3,4-dimethyl-6-(1-{5,7,9-trihydroxy-10,14-dimethyl-3-oxapentacyclo[9.7.0.0,.0,.0,]octadecan-15-yl}ethyl)-5,6-dihydropyran-2-one","2",271,2082,FALSE
"N-oleoyl tryptophan","2",229,811.5,FALSE
"16-deacetoxy-7-hydroxyfusidic acid","1",286,1367,FALSE
"Delnuttaline","1",19,44,FALSE
"(5S,8S,9S,10S,11S,14R)-11-hydroxy-4,8,10,14-tetramethyl-17-[(2R,4S,5R)-4,5,6-trihydroxy-6-methylheptan-2-yl]-5,6,7,9,11,12,15,16-octahydro-1H-cyclopenta[a]phenanthren-2-one","5",232,464.5,FALSE
"21-Oxopristimerine","2",262,981,FALSE
"1-(13Z,16Z)-docosadienyl glycerone-3-phosphate","5",170,1590,FALSE
"Certonardosterol A","5",248,1068.5,FALSE
"Tectol","4",44,41.5,FALSE
"Candelalide B","4",173,3890.5,FALSE
"1alpha,25-dihydroxy-2alpha-(3-hydroxypropoxy)-19-norvitamin D3 / 1alpha,25-dihydroxy-2alpha-(3-hydroxypropoxy)-19-norcholecalciferol","1",204,2209.5,FALSE
"(17'e)-16'-(1-hydroxyethyl)-5',24'-dimethyl-9',15'-dioxaspiro[oxirane-2,25'-tetracyclo[21.2.1.0,.0,]hexacosane]-4',11',17',19'-tetraene-10',21'-dione","2",248,2774,FALSE
"LPE 18:1","1",237,1446.5,FALSE
"(1s,3s,8r,11r,12s,16s)-7,7,12,16-tetramethylpentacyclo[9.7.0.0,.0,.0,]octadec-4-ene-6,15-dione","1",3,1,FALSE
"Certonardosterol I","1",241,1594,FALSE
"20-Hydroxytubocapsanolide A","1",181,753.5,FALSE
"6-[4'-(2-carboxyethyl)-2,4'-dimethyl-5-methylidene-5'-(prop-1-en-2-yl)-3',3'a,5',6'-tetrahydro-2'h-spiro[cyclopentane-1,1'-inden]-2-yl]-2-methyl-4-oxohept-2-enoic acid","3",220,2606.5,FALSE
"carinatin C","3",171,1566,FALSE
"N-(3,4-Dihydroxybenzoyl)tyramine","4",4,3352,FALSE
"FAHFA 16:0/9O(FA 14:0)","2",164,1178.5,FALSE
"3-{3-[1-(2-hydroxy-4-methyl-5-oxofuran-2-yl)propan-2-yl]-3,6,9b-trimethyl-7-(prop-1-en-2-yl)-1h,2h,5h,5ah,7h,8h-cyclopenta[a]naphthalen-6-yl}propanoic acid","4",142,1189,FALSE
"Aquayamycin","5",253,1616.5,FALSE
"17alpha-hydroxywithaferin A","3",268,1768,FALSE
"(2s,4ar,6as,6br,8ar,10s,12ar,12br,14bs)-10-hydroxy-2,6a,6b,9,9,12a-hexamethyl-1,3,4,5,6,7,8,8a,10,11,12,12b,13,14b-tetradecahydropicene-2,4a-dicarboxylic acid","4",129,1128.5,FALSE
"Taxumairol X","3",128,1842,FALSE
"(1s,2r,6s,7r,9r,11s,12s,14r,15r,16r)-15-[(1s)-1-[(2r)-4,5-dimethyl-6-oxo-2,3-dihydropyran-2-yl]ethyl]-6,14-dihydroxy-2-methyl-3-oxo-8-oxapentacyclo[9.7.0.0,.0,.0,]octadec-4-ene-16-carbaldehyde","1",200,1500,FALSE
"PG(16:0/0:0)","3",191,151.5,FALSE
"6,10-bis(acetyloxy)-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-2-yl acetate","1",55,41,FALSE
"12-oxo-5E,8E,10Z-dodecatrienoic acid","4",2,0,FALSE
"Methylene-Bis-Methylphlorobutyrophenone","2",4,486,FALSE
